B1,B2,B3,B4,B5,水温,DO,source
4.987540958517678,7.108934786667308,10.493606394464994,9.029079432343332,3.427185180584333,25.9,6.55,0
2.157170008824048,3.509115711780925,7.162247405570047,5.181428212594914,1.3422923961989184,23.8,5.56,0
2.599486555737135,4.318704763271141,6.79188054330464,5.571249563520608,0.2866405226237399,17.8,9.68,0
2.2111376804492,3.716071133481411,5.862484735153347,5.496469144471394,0.6557214193388337,17.4,7.88,0
4.321,5.85825,9.4855,7.09575,2.4235,23.6,5.87,1
3.65,5.0855,8.84475,6.4275,4.651,30.0,5.96,1
3.905319783789756,5.510323621223429,7.357415450185575,7.445788808054287,1.4075277603191425,22.7,10.43,0
2.483609907756529,4.101668733572742,5.672266042167037,4.549171860285759,0.0394716124543825,15.6,7.33,0
5.63825,6.67775,11.50675,11.5535,4.8105,21.8,8.19,1
5.17625,6.35875,11.17125,10.536,4.0515,17.6,9.34,1
3.15873224290428,4.964249580688387,7.384232730825295,6.485982177521013,0.5771865308796208,17.7,7.12,0
1.4995,2.55275,5.45675,3.19625,3.2155,22.9,9.08,1
1.5176739261140255,2.126615696400321,2.1596135462202493,1.9253683493994305,0.606804962394234,22.7,9.64,0
8.11714585842096,9.153271868799512,10.58843613293655,8.9622012545983,4.535414115709068,13.6,7.61,0
6.719,7.93175,10.602,8.32775,3.925,21.4,7.8,1
5.91325,8.4185,15.23575,13.92125,9.1445,33.0,6.87,1
2.4731034489964765,3.889600203216191,6.013367731343431,5.476989219891909,0.8099115188492817,17.2,7.88,0
5.982,6.52925,9.238,5.41,3.2375,32.8,7.84,1
6.4825,7.23875,10.3985,9.19675,4.08175,18.5,7.62,1
4.908560115012946,6.946982534742512,9.278327288888438,7.192280957429401,0.2732749450522861,18.7,8.78,0
7.900032374836439,8.840001356622315,9.8316774015971,8.486667192637759,5.251369871780745,13.6,7.61,0
2.37125,3.17425,6.059,5.069,1.74975,24.1,6.57,1
2.7865,3.7765,6.02325,3.33925,1.86525,16.9,9.3,1
6.03425,8.633,14.44375,14.30625,8.281,30.4,6.78,1
3.27875,3.98275,7.3955,4.49975,2.957,22.9,7.71,1
4.9425,5.542,7.709,6.51,4.80225,20.9,8.1,1
2.0484056627080163,3.3943457944677657,6.951697114851109,4.907744334327049,0.4900548055271909,23.6,5.94,0
1.4105730145190205,2.078268240209108,2.261747726028413,1.967403781770189,0.7365949596236188,22.7,9.64,0
0.592,1.68375,3.38325,2.03025,1.26025,24.1,10.69,1
2.366983874377808,3.777055807588206,5.083090320440198,3.063981877083416,0.0856547926015412,17.4,9.0,0
2.397237994932253,3.9100615228192352,5.359384813459505,2.8777075203447486,0.0039878210074333,17.1,9.75,0
1.681063551699941,3.0335524577670983,4.956770562063218,4.537307458718208,0.73584669368117,17.4,7.73,0
2.3581161777965485,3.767935276993776,4.679873249370514,2.225838809762442,0.0031931750004047,17.1,9.15,0
7.18925,8.40475,10.46175,8.82,6.83725,20.7,7.68,1
2.1380399210971994,3.389289069669724,7.043450830114069,5.012584736928396,1.615524519897239,23.8,5.56,0
3.996354871017593,5.506205935287149,7.005185615992822,6.633948599006607,0.9435373701926928,17.4,6.06,0
1.879,3.738,8.73475,6.09475,5.47325,29.0,8.0,1
3.3255,5.2065,8.27,6.28175,3.716,30.1,5.45,1
1.912,3.727,7.72275,5.3935,2.64625,20.6,6.4,1
2.968,4.7445,8.42125,7.09025,5.07175,22.3,7.38,1
3.397,4.34575,7.2305,5.16525,2.81675,20.3,6.13,1
3.8865,5.388,7.896,5.8005,3.76,20.8,5.81,1
2.1378993996925204,3.610114530232966,5.608214446298353,5.391294274298289,0.7554624721129002,17.4,7.88,0
2.0337762401082524,3.288647502691719,6.751854142285812,4.871584381894297,1.9204656194908707,23.3,9.56,0
3.628,4.05425,6.59525,3.78475,3.26225,31.1,7.33,1
12.559312924488376,16.299236249058737,21.445388824839437,23.19077442619126,10.357743421436195,23.5,4.33,0
5.99575,7.10675,10.2665,7.72275,2.87725,22.1,7.73,1
4.53825,5.39075,7.75575,6.004,2.14025,20.6,7.56,1
2.739940375333418,4.066435244427098,5.018005060629831,2.950506599973269,0.0175387721721065,17.2,9.01,0
2.1547288607696866,3.5590476675556806,5.355183099508086,4.746981686094116,0.2254181350127444,15.6,7.72,0
4.5685,5.6245,8.6495,7.15625,2.8635,17.0,8.76,1
2.4562762924041186,4.070054114093006,5.661213842647894,4.593727647273212,0.0410816330414728,15.6,7.33,0
5.399,5.8885,9.326,8.22875,5.45675,23.5,7.72,1
3.35724019218069,5.024548704119329,7.017278682708569,6.220194822468283,0.732370142699536,17.7,7.12,0
4.70875,5.94625,9.304,7.33225,5.553,19.1,9.76,1
2.447085459260061,3.8082567656799857,5.901617673963608,5.447377799624645,0.9085850926189558,17.2,7.88,0
2.6875,4.046,7.27725,5.40725,4.3925,21.0,3.67,1
5.739429471753799,7.590905755159548,9.74301604082348,9.475170699991388,1.6769953424208093,18.4,7.21,0
6.03975,6.9775,9.128,6.34775,3.2045,20.5,7.42,1
5.67675,6.07275,7.632,5.3715,2.32725,19.2,9.75,1
2.0158841647745427,3.482651704372162,5.336641491267145,4.69103852125845,0.4908877965112225,15.3,7.54,0
2.291716513106798,3.7481770628121063,7.326219263046962,5.320041264842302,1.4598506506651836,22.5,8.02,0
1.5875,2.231,4.08175,2.22,1.20525,25.7,8.68,1
6.0095,7.038,9.9475,8.3745,5.23125,22.5,7.33,1
4.2715,4.97,6.77125,5.36875,2.93775,31.6,7.7,1
2.1402640481311628,3.4525781717506163,7.041633495866387,5.132789979522323,2.0993443275306984,23.3,9.56,0
3.2705,4.05975,5.7345,3.11375,1.4445,22.0,9.28,1
1.8176292888254717,3.1470208829340587,5.12016565988754,4.687570764264913,0.4798876960618911,17.4,7.73,0
1.81025,3.705,8.34425,6.3725,2.67925,23.9,6.29,1
1.34275,2.53075,5.27525,3.243,1.29325,23.1,8.84,1
4.068,5.86925,9.37825,7.32125,6.14425,24.1,7.76,1
8.059946861451316,10.19271861626594,13.762780308424045,14.71161741101196,6.128018323049732,23.4,4.17,0
2.435958370319959,4.037822898015445,5.265301661827014,2.295347059611081,0.3995288478698351,17.8,9.32,0
1.7085,2.20075,4.0295,2.41525,0.889,19.6,9.85,1
9.408538333133452,14.21706556529888,22.061772962234706,14.880937562246414,4.272360931839836,16.7,9.28,0
3.5493625416881462,4.593516575599484,4.973627363884641,4.098528665519482,0.5282717771292341,23.1,9.9,0
2.153219110831683,3.638791335054953,5.532171103008423,4.767713436601822,0.0623567303660899,15.6,7.72,0
5.78125,7.28275,11.17125,10.217,5.6465,23.7,4.64,1
2.5889374158924747,3.9548797770701305,6.065198638980742,5.631286775111979,0.6288031630935935,17.2,7.88,0
4.12025,5.6795,8.7155,6.79875,3.90575,20.7,6.88,1
3.639237298472169,4.8899940056340965,5.497482174298266,4.478244833561293,0.8129494241437091,23.0,9.71,0
1.78,2.58575,5.256,3.7105,2.47575,32.0,5.46,1
1.32075,2.73975,7.456,3.98,0.60575,29.4,5.99,1
2.08706122291665,3.343673514142941,6.91699129148242,4.843915259708092,1.567634863319612,22.6,6.97,0
4.992,5.74275,8.5615,7.9015,3.85075,26.5,6.17,1
5.59425,7.00775,11.50125,8.589,3.36125,20.7,8.62,1
4.933776927918073,6.95318063080981,9.257071508629268,8.170376885247467,0.6565499487847394,18.7,8.78,0
4.93975,6.43025,10.2115,8.5175,4.1285,19.9,7.34,1
4.44475,5.83075,10.7175,9.821,5.56125,26.9,14.37,1
